,pID,Condition,cond,EA_corr,factual_accuracy,maas1,maas2,maas3,maas4,maas5,maas6,maas7,maas8,maas9,maas10,maas11,maas12,maas13,maas14,maas15,gender,age,race,race_other,race_mixed,speaker_know,speaker_similar_exp,maas,EA_corrz,similar_combined,rAvg,val,inten,T
315,sub-26,2,control,0.67543967,46,6,5,4,4,4,5,5,5,5,4,4,5,4,3,3,2,19,1,,,3,2,4.4,0.820679732,1,-0.38065467,1,2.231375,7
316,sub-26,2,control,0.67543967,46,6,5,4,4,4,5,5,5,5,4,4,5,4,3,3,2,19,1,,,3,2,4.4,0.820679732,1,0.753844446,1,1.678625,8
317,sub-26,2,control,0.67543967,46,6,5,4,4,4,5,5,5,5,4,4,5,4,3,3,2,19,1,,,3,2,4.4,0.820679732,1,0.897982487,1,3.503375,9
318,sub-26,2,control,0.67543967,46,6,5,4,4,4,5,5,5,5,4,4,5,4,3,3,2,19,1,,,3,2,4.4,0.820679732,1,0.559491869,1,3.816458333,10
319,sub-26,2,control,0.67543967,46,6,5,4,4,4,5,5,5,5,4,4,5,4,3,3,2,19,1,,,3,2,4.4,0.820679732,1,0.831699237,1,1.853708333,11
320,sub-26,2,control,0.67543967,46,6,5,4,4,4,5,5,5,5,4,4,5,4,3,3,2,19,1,,,3,2,4.4,0.820679732,1,0.866323293,-1,2.643208333,12
321,sub-26,2,control,0.67543967,46,6,5,4,4,4,5,5,5,5,4,4,5,4,3,3,2,19,1,,,3,2,4.4,0.820679732,1,-0.277366649,-1,4.41189693,14
322,sub-26,2,control,0.67543967,46,6,5,4,4,4,5,5,5,5,4,4,5,4,3,3,2,19,1,,,3,2,4.4,0.820679732,1,0.778963139,1,0.899208333,2
323,sub-27,2,control,0.672913257,41,5,5,4,3,5,2,4,4,4,4,5,5,2,4,5,2,23,1,,,3,2,4.066666667,0.816048223,1,0.054387901,1,0.069460938,1
324,sub-27,2,control,0.672913257,41,5,5,4,3,5,2,4,4,4,4,5,5,2,4,5,2,23,1,,,3,2,4.066666667,0.816048223,1,-0.37351589,-1,0.443875,3
325,sub-27,2,control,0.672913257,41,5,5,4,3,5,2,4,4,4,4,5,5,2,4,5,2,23,1,,,3,2,4.066666667,0.816048223,1,0.901259531,-1,2.784208333,4
326,sub-27,2,control,0.672913257,41,5,5,4,3,5,2,4,4,4,4,5,5,2,4,5,2,23,1,,,3,2,4.066666667,0.816048223,1,0.741987896,1,0.553041667,5
327,sub-27,2,control,0.672913257,41,5,5,4,3,5,2,4,4,4,4,5,5,2,4,5,2,23,1,,,3,2,4.066666667,0.816048223,1,0.681020968,-1,0.206875,6
328,sub-27,2,control,0.672913257,41,5,5,4,3,5,2,4,4,4,4,5,5,2,4,5,2,23,1,,,3,2,4.066666667,0.816048223,1,-0.733647624,1,2.231375,7
329,sub-27,2,control,0.672913257,41,5,5,4,3,5,2,4,4,4,4,5,5,2,4,5,2,23,1,,,3,2,4.066666667,0.816048223,1,0.926381396,1,1.678625,8
330,sub-27,2,control,0.672913257,41,5,5,4,3,5,2,4,4,4,4,5,5,2,4,5,2,23,1,,,3,2,4.066666667,0.816048223,1,0.005414474,1,3.503375,9
331,sub-27,2,control,0.672913257,41,5,5,4,3,5,2,4,4,4,4,5,5,2,4,5,2,23,1,,,3,2,4.066666667,0.816048223,1,-0.368407485,1,3.816458333,10
332,sub-27,2,control,0.672913257,41,5,5,4,3,5,2,4,4,4,4,5,5,2,4,5,2,23,1,,,3,2,4.066666667,0.816048223,1,0.774383375,1,1.853708333,11
333,sub-27,2,control,0.672913257,41,5,5,4,3,5,2,4,4,4,4,5,5,2,4,5,2,23,1,,,3,2,4.066666667,0.816048223,1,0.676378203,-1,2.643208333,12
334,sub-27,2,control,0.672913257,41,5,5,4,3,5,2,4,4,4,4,5,5,2,4,5,2,23,1,,,3,2,4.066666667,0.816048223,1,-0.021332547,-1,4.203458333,13
335,sub-27,2,control,0.672913257,41,5,5,4,3,5,2,4,4,4,4,5,5,2,4,5,2,23,1,,,3,2,4.066666667,0.816048223,1,0.45931215,-1,4.41189693,14
336,sub-27,2,control,0.672913257,41,5,5,4,3,5,2,4,4,4,4,5,5,2,4,5,2,23,1,,,3,2,4.066666667,0.816048223,1,0.66132452,1,0.899208333,2
337,sub-28,1,compassion,0.568229457,40,3,5,4,2,5,4,5,3,5,4,1,6,5,2,5,2,20,1,,,3,1,3.933333333,0.644904115,0,-0.726834497,1,0.899208333,2
338,sub-28,1,compassion,0.568229457,40,3,5,4,2,5,4,5,3,5,4,1,6,5,2,5,2,20,1,,,3,1,3.933333333,0.644904115,0,0.417380244,-1,0.443875,3
339,sub-28,1,compassion,0.568229457,40,3,5,4,2,5,4,5,3,5,4,1,6,5,2,5,2,20,1,,,3,1,3.933333333,0.644904115,0,-0.215748889,-1,2.784208333,4
340,sub-28,1,compassion,0.568229457,40,3,5,4,2,5,4,5,3,5,4,1,6,5,2,5,2,20,1,,,3,1,3.933333333,0.644904115,0,0.952841909,1,0.553041667,5
341,sub-28,1,compassion,0.568229457,40,3,5,4,2,5,4,5,3,5,4,1,6,5,2,5,2,20,1,,,3,1,3.933333333,0.644904115,0,-0.873013469,-1,0.206875,6
342,sub-28,1,compassion,0.568229457,40,3,5,4,2,5,4,5,3,5,4,1,6,5,2,5,2,20,1,,,3,1,3.933333333,0.644904115,0,0.97246539,1,2.231375,7
343,sub-28,1,compassion,0.568229457,40,3,5,4,2,5,4,5,3,5,4,1,6,5,2,5,2,20,1,,,3,1,3.933333333,0.644904115,0,0.30599278,1,1.678625,8
344,sub-28,1,compassion,0.568229457,40,3,5,4,2,5,4,5,3,5,4,1,6,5,2,5,2,20,1,,,3,1,3.933333333,0.644904115,0,-0.373393088,1,3.503375,9
345,sub-28,1,compassion,0.568229457,40,3,5,4,2,5,4,5,3,5,4,1,6,5,2,5,2,20,1,,,3,1,3.933333333,0.644904115,0,-0.488898376,1,3.816458333,10
346,sub-28,1,compassion,0.568229457,40,3,5,4,2,5,4,5,3,5,4,1,6,5,2,5,2,20,1,,,3,1,3.933333333,0.644904115,0,0.049457811,1,1.853708333,11
347,sub-28,1,compassion,0.568229457,40,3,5,4,2,5,4,5,3,5,4,1,6,5,2,5,2,20,1,,,3,1,3.933333333,0.644904115,0,0.933253536,-1,2.643208333,12
348,sub-28,1,compassion,0.568229457,40,3,5,4,2,5,4,5,3,5,4,1,6,5,2,5,2,20,1,,,3,1,3.933333333,0.644904115,0,0.721983917,-1,4.203458333,13
349,sub-28,1,compassion,0.568229457,40,3,5,4,2,5,4,5,3,5,4,1,6,5,2,5,2,20,1,,,3,1,3.933333333,0.644904115,0,0.307280453,1,0.069460938,1
350,sub-28,1,compassion,0.568229457,40,3,5,4,2,5,4,5,3,5,4,1,6,5,2,5,2,20,1,,,3,1,3.933333333,0.644904115,0,0.755424672,-1,4.41189693,14
351,sub-29,2,control,0.761464158,45,5,5,4,3,5,4,5,5,6,6,6,5,5,5,6,2,25,1,,,3,1,5,0.999690535,0,-0.34036004,-1,0.443875,3
352,sub-29,2,control,0.761464158,45,5,5,4,3,5,4,5,5,6,6,6,5,5,5,6,2,25,1,,,3,1,5,0.999690535,0,-0.244179296,-1,2.784208333,4
353,sub-29,2,control,0.761464158,45,5,5,4,3,5,4,5,5,6,6,6,5,5,5,6,2,25,1,,,3,1,5,0.999690535,0,0.886061577,1,0.553041667,5
354,sub-29,2,control,0.761464158,45,5,5,4,3,5,4,5,5,6,6,6,5,5,5,6,2,25,1,,,3,1,5,0.999690535,0,0.622457299,1,0.899208333,2
355,sub-29,2,control,0.761464158,45,5,5,4,3,5,4,5,5,6,6,6,5,5,5,6,2,25,1,,,3,1,5,0.999690535,0,-0.78723074,1,2.231375,7
356,sub-29,2,control,0.761464158,45,5,5,4,3,5,4,5,5,6,6,6,5,5,5,6,2,25,1,,,3,1,5,0.999690535,0,0.669672727,1,1.678625,8
357,sub-29,2,control,0.761464158,45,5,5,4,3,5,4,5,5,6,6,6,5,5,5,6,2,25,1,,,3,1,5,0.999690535,0,0.309347756,1,3.503375,9
358,sub-29,2,control,0.761464158,45,5,5,4,3,5,4,5,5,6,6,6,5,5,5,6,2,25,1,,,3,1,5,0.999690535,0,-0.740230963,-1,0.206875,6
359,sub-29,2,control,0.761464158,45,5,5,4,3,5,4,5,5,6,6,6,5,5,5,6,2,25,1,,,3,1,5,0.999690535,0,0.77503232,1,1.853708333,11
360,sub-29,2,control,0.761464158,45,5,5,4,3,5,4,5,5,6,6,6,5,5,5,6,2,25,1,,,3,1,5,0.999690535,0,0.662773934,-1,2.643208333,12
361,sub-29,2,control,0.761464158,45,5,5,4,3,5,4,5,5,6,6,6,5,5,5,6,2,25,1,,,3,1,5,0.999690535,0,NA,-1,4.203458333,13
362,sub-29,2,control,0.761464158,45,5,5,4,3,5,4,5,5,6,6,6,5,5,5,6,2,25,1,,,3,1,5,0.999690535,0,-0.982707378,1,3.816458333,10
363,sub-29,2,control,0.761464158,45,5,5,4,3,5,4,5,5,6,6,6,5,5,5,6,2,25,1,,,3,1,5,0.999690535,0,0.462060114,1,0.069460938,1
364,sub-29,2,control,0.761464158,45,5,5,4,3,5,4,5,5,6,6,6,5,5,5,6,2,25,1,,,3,1,5,0.999690535,0,-0.451434359,-1,4.41189693,14
365,sub-30,2,control,0.717973232,42,4,4,4,4,4,1,3,3,4,4,2,5,2,4,4,2,22,1,,,2,2,3.466666667,0.903449267,1,0.249641431,1,0.899208333,2
366,sub-30,2,control,0.717973232,42,4,4,4,4,4,1,3,3,4,4,2,5,2,4,4,2,22,1,,,2,2,3.466666667,0.903449267,1,-0.314629937,-1,0.443875,3
367,sub-30,2,control,0.717973232,42,4,4,4,4,4,1,3,3,4,4,2,5,2,4,4,2,22,1,,,2,2,3.466666667,0.903449267,1,0.168756575,-1,2.784208333,4
368,sub-30,2,control,0.717973232,42,4,4,4,4,4,1,3,3,4,4,2,5,2,4,4,2,22,1,,,2,2,3.466666667,0.903449267,1,0.507708176,1,0.069460938,1
369,sub-30,2,control,0.717973232,42,4,4,4,4,4,1,3,3,4,4,2,5,2,4,4,2,22,1,,,2,2,3.466666667,0.903449267,1,0.186811483,-1,0.206875,6
370,sub-30,2,control,0.717973232,42,4,4,4,4,4,1,3,3,4,4,2,5,2,4,4,2,22,1,,,2,2,3.466666667,0.903449267,1,-0.540789027,1,2.231375,7
371,sub-30,2,control,0.717973232,42,4,4,4,4,4,1,3,3,4,4,2,5,2,4,4,2,22,1,,,2,2,3.466666667,0.903449267,1,0.678863747,1,1.678625,8
372,sub-30,2,control,0.717973232,42,4,4,4,4,4,1,3,3,4,4,2,5,2,4,4,2,22,1,,,2,2,3.466666667,0.903449267,1,0.768583464,1,0.553041667,5
373,sub-30,2,control,0.717973232,42,4,4,4,4,4,1,3,3,4,4,2,5,2,4,4,2,22,1,,,2,2,3.466666667,0.903449267,1,0.022761369,1,3.816458333,10
374,sub-30,2,control,0.717973232,42,4,4,4,4,4,1,3,3,4,4,2,5,2,4,4,2,22,1,,,2,2,3.466666667,0.903449267,1,0.527652495,1,1.853708333,11
375,sub-30,2,control,0.717973232,42,4,4,4,4,4,1,3,3,4,4,2,5,2,4,4,2,22,1,,,2,2,3.466666667,0.903449267,1,-0.288454907,-1,2.643208333,12
376,sub-30,2,control,0.717973232,42,4,4,4,4,4,1,3,3,4,4,2,5,2,4,4,2,22,1,,,2,2,3.466666667,0.903449267,1,0.765192435,1,3.503375,9
377,sub-30,2,control,0.717973232,42,4,4,4,4,4,1,3,3,4,4,2,5,2,4,4,2,22,1,,,2,2,3.466666667,0.903449267,1,0.814624453,-1,4.41189693,14
378,sub-30,2,control,0.717973232,42,4,4,4,4,4,1,3,3,4,4,2,5,2,4,4,2,22,1,,,2,2,3.466666667,0.903449267,1,0.879528117,-1,4.203458333,13
379,sub-31,2,control,0.610020823,53,2,5,3,3,5,3,3,3,3,3,3,3,4,3,5,2,21,1,,,3,2,3.4,0.708954523,1,0.321633365,1,0.069460938,1
380,sub-31,2,control,0.610020823,53,2,5,3,3,5,3,3,3,3,3,3,3,4,3,5,2,21,1,,,3,2,3.4,0.708954523,1,0.180046077,1,0.899208333,2
381,sub-31,2,control,0.610020823,53,2,5,3,3,5,3,3,3,3,3,3,3,4,3,5,2,21,1,,,3,2,3.4,0.708954523,1,NA,-1,0.443875,3
382,sub-31,2,control,0.610020823,53,2,5,3,3,5,3,3,3,3,3,3,3,4,3,5,2,21,1,,,3,2,3.4,0.708954523,1,0.72180571,1,0.553041667,5
383,sub-31,2,control,0.610020823,53,2,5,3,3,5,3,3,3,3,3,3,3,4,3,5,2,21,1,,,3,2,3.4,0.708954523,1,-0.676488903,-1,0.206875,6
384,sub-31,2,control,0.610020823,53,2,5,3,3,5,3,3,3,3,3,3,3,4,3,5,2,21,1,,,3,2,3.4,0.708954523,1,-0.767100263,1,2.231375,7
385,sub-31,2,control,0.610020823,53,2,5,3,3,5,3,3,3,3,3,3,3,4,3,5,2,21,1,,,3,2,3.4,0.708954523,1,0.587283594,-1,2.784208333,4
386,sub-31,2,control,0.610020823,53,2,5,3,3,5,3,3,3,3,3,3,3,4,3,5,2,21,1,,,3,2,3.4,0.708954523,1,0.778871075,1,3.503375,9
387,sub-31,2,control,0.610020823,53,2,5,3,3,5,3,3,3,3,3,3,3,4,3,5,2,21,1,,,3,2,3.4,0.708954523,1,0.143954076,1,3.816458333,10
388,sub-31,2,control,0.610020823,53,2,5,3,3,5,3,3,3,3,3,3,3,4,3,5,2,21,1,,,3,2,3.4,0.708954523,1,0.622266625,1,1.853708333,11
389,sub-31,2,control,0.610020823,53,2,5,3,3,5,3,3,3,3,3,3,3,4,3,5,2,21,1,,,3,2,3.4,0.708954523,1,0.725441096,1,1.678625,8
390,sub-31,2,control,0.610020823,53,2,5,3,3,5,3,3,3,3,3,3,3,4,3,5,2,21,1,,,3,2,3.4,0.708954523,1,-0.565394255,-1,4.41189693,14
391,sub-31,2,control,0.610020823,53,2,5,3,3,5,3,3,3,3,3,3,3,4,3,5,2,21,1,,,3,2,3.4,0.708954523,1,-0.9210733,-1,4.203458333,13
392,sub-31,2,control,0.610020823,53,2,5,3,3,5,3,3,3,3,3,3,3,4,3,5,2,21,1,,,3,2,3.4,0.708954523,1,0.737137125,-1,2.643208333,12
393,sub-32,2,control,0.859204003,48,6,6,5,3,5,1,5,6,6,6,4,3,3,5,6,2,24,1,,,3,1,4.666666667,1.290295853,0,0.397637887,1,0.899208333,2
394,sub-32,2,control,0.859204003,48,6,6,5,3,5,1,5,6,6,6,4,3,3,5,6,2,24,1,,,3,1,4.666666667,1.290295853,0,-0.293550574,-1,0.443875,3
395,sub-32,2,control,0.859204003,48,6,6,5,3,5,1,5,6,6,6,4,3,3,5,6,2,24,1,,,3,1,4.666666667,1.290295853,0,0.545178889,1,0.069460938,1
396,sub-32,2,control,0.859204003,48,6,6,5,3,5,1,5,6,6,6,4,3,3,5,6,2,24,1,,,3,1,4.666666667,1.290295853,0,-0.250738145,-1,0.206875,6
397,sub-32,2,control,0.859204003,48,6,6,5,3,5,1,5,6,6,6,4,3,3,5,6,2,24,1,,,3,1,4.666666667,1.290295853,0,-0.616340915,1,2.231375,7
398,sub-32,2,control,0.859204003,48,6,6,5,3,5,1,5,6,6,6,4,3,3,5,6,2,24,1,,,3,1,4.666666667,1.290295853,0,0.722240796,-1,2.784208333,4
399,sub-32,2,control,0.859204003,48,6,6,5,3,5,1,5,6,6,6,4,3,3,5,6,2,24,1,,,3,1,4.666666667,1.290295853,0,0.853052193,1,0.553041667,5
400,sub-32,2,control,0.859204003,48,6,6,5,3,5,1,5,6,6,6,4,3,3,5,6,2,24,1,,,3,1,4.666666667,1.290295853,0,0.760025427,1,3.816458333,10
401,sub-32,2,control,0.859204003,48,6,6,5,3,5,1,5,6,6,6,4,3,3,5,6,2,24,1,,,3,1,4.666666667,1.290295853,0,0.818837573,1,1.853708333,11
402,sub-32,2,control,0.859204003,48,6,6,5,3,5,1,5,6,6,6,4,3,3,5,6,2,24,1,,,3,1,4.666666667,1.290295853,0,0.713599225,1,1.678625,8
403,sub-32,2,control,0.859204003,48,6,6,5,3,5,1,5,6,6,6,4,3,3,5,6,2,24,1,,,3,1,4.666666667,1.290295853,0,-0.712493171,1,3.503375,9
404,sub-32,2,control,0.859204003,48,6,6,5,3,5,1,5,6,6,6,4,3,3,5,6,2,24,1,,,3,1,4.666666667,1.290295853,0,0.949051401,-1,2.643208333,12
405,sub-32,2,control,0.859204003,48,6,6,5,3,5,1,5,6,6,6,4,3,3,5,6,2,24,1,,,3,1,4.666666667,1.290295853,0,0.149073052,-1,4.203458333,13
406,sub-32,2,control,0.859204003,48,6,6,5,3,5,1,5,6,6,6,4,3,3,5,6,2,24,1,,,3,1,4.666666667,1.290295853,0,-0.044415128,-1,4.41189693,14
407,sub-33,1,compassion,0.834486657,47,3,5,5,3,4,5,4,5,5,5,3,5,4,5,4,2,21,1,,,3,2,4.333333333,1.202734078,1,0.981267344,1,0.069460938,1
408,sub-33,1,compassion,0.834486657,47,3,5,5,3,4,5,4,5,5,5,3,5,4,5,4,2,21,1,,,3,2,4.333333333,1.202734078,1,0.802079492,1,0.899208333,2
409,sub-33,1,compassion,0.834486657,47,3,5,5,3,4,5,4,5,5,5,3,5,4,5,4,2,21,1,,,3,2,4.333333333,1.202734078,1,0.06997026,-1,0.443875,3
410,sub-33,1,compassion,0.834486657,47,3,5,5,3,4,5,4,5,5,5,3,5,4,5,4,2,21,1,,,3,2,4.333333333,1.202734078,1,-0.208569934,-1,2.784208333,4
411,sub-33,1,compassion,0.834486657,47,3,5,5,3,4,5,4,5,5,5,3,5,4,5,4,2,21,1,,,3,2,4.333333333,1.202734078,1,0.722735255,1,0.553041667,5
412,sub-33,1,compassion,0.834486657,47,3,5,5,3,4,5,4,5,5,5,3,5,4,5,4,2,21,1,,,3,2,4.333333333,1.202734078,1,0.872014957,-1,0.206875,6
413,sub-33,1,compassion,0.834486657,47,3,5,5,3,4,5,4,5,5,5,3,5,4,5,4,2,21,1,,,3,2,4.333333333,1.202734078,1,-0.490818263,1,2.231375,7
414,sub-33,1,compassion,0.834486657,47,3,5,5,3,4,5,4,5,5,5,3,5,4,5,4,2,21,1,,,3,2,4.333333333,1.202734078,1,0.931555148,1,1.678625,8
415,sub-33,1,compassion,0.834486657,47,3,5,5,3,4,5,4,5,5,5,3,5,4,5,4,2,21,1,,,3,2,4.333333333,1.202734078,1,0.707087347,1,3.503375,9
416,sub-33,1,compassion,0.834486657,47,3,5,5,3,4,5,4,5,5,5,3,5,4,5,4,2,21,1,,,3,2,4.333333333,1.202734078,1,-0.66067146,1,3.816458333,10
417,sub-33,1,compassion,0.834486657,47,3,5,5,3,4,5,4,5,5,5,3,5,4,5,4,2,21,1,,,3,2,4.333333333,1.202734078,1,0.729606216,1,1.853708333,11
418,sub-33,1,compassion,0.834486657,47,3,5,5,3,4,5,4,5,5,5,3,5,4,5,4,2,21,1,,,3,2,4.333333333,1.202734078,1,0.495686128,-1,2.643208333,12
419,sub-33,1,compassion,0.834486657,47,3,5,5,3,4,5,4,5,5,5,3,5,4,5,4,2,21,1,,,3,2,4.333333333,1.202734078,1,0.646998255,-1,4.203458333,13
420,sub-33,1,compassion,0.834486657,47,3,5,5,3,4,5,4,5,5,5,3,5,4,5,4,2,21,1,,,3,2,4.333333333,1.202734078,1,-0.713741593,-1,4.41189693,14
421,sub-34,1,compassion,0.800460989,38,6,3,3,4,3,6,3,5,5,3,3,3,1,1,5,2,18,1,,,3,2,3.6,1.099894128,1,0.629598141,1,0.069460938,1
422,sub-34,1,compassion,0.800460989,38,6,3,3,4,3,6,3,5,5,3,3,3,1,1,5,2,18,1,,,3,2,3.6,1.099894128,1,0.667312616,1,0.899208333,2
423,sub-34,1,compassion,0.800460989,38,6,3,3,4,3,6,3,5,5,3,3,3,1,1,5,2,18,1,,,3,2,3.6,1.099894128,1,NA,-1,0.443875,3
424,sub-34,1,compassion,0.800460989,38,6,3,3,4,3,6,3,5,5,3,3,3,1,1,5,2,18,1,,,3,2,3.6,1.099894128,1,-0.791670904,-1,2.784208333,4
425,sub-34,1,compassion,0.800460989,38,6,3,3,4,3,6,3,5,5,3,3,3,1,1,5,2,18,1,,,3,2,3.6,1.099894128,1,0.871388054,1,0.553041667,5
426,sub-34,1,compassion,0.800460989,38,6,3,3,4,3,6,3,5,5,3,3,3,1,1,5,2,18,1,,,3,2,3.6,1.099894128,1,0.800683843,-1,0.206875,6
427,sub-34,1,compassion,0.800460989,38,6,3,3,4,3,6,3,5,5,3,3,3,1,1,5,2,18,1,,,3,2,3.6,1.099894128,1,0.553081503,1,2.231375,7
428,sub-34,1,compassion,0.800460989,38,6,3,3,4,3,6,3,5,5,3,3,3,1,1,5,2,18,1,,,3,2,3.6,1.099894128,1,0.83817392,1,1.678625,8
429,sub-34,1,compassion,0.800460989,38,6,3,3,4,3,6,3,5,5,3,3,3,1,1,5,2,18,1,,,3,2,3.6,1.099894128,1,NA,1,3.503375,9
430,sub-34,1,compassion,0.800460989,38,6,3,3,4,3,6,3,5,5,3,3,3,1,1,5,2,18,1,,,3,2,3.6,1.099894128,1,0.850730575,-1,2.643208333,12
431,sub-34,1,compassion,0.800460989,38,6,3,3,4,3,6,3,5,5,3,3,3,1,1,5,2,18,1,,,3,2,3.6,1.099894128,1,0.699545138,-1,4.203458333,13
432,sub-34,1,compassion,0.800460989,38,6,3,3,4,3,6,3,5,5,3,3,3,1,1,5,2,18,1,,,3,2,3.6,1.099894128,1,NA,-1,4.41189693,14
433,sub-34,1,compassion,0.800460989,38,6,3,3,4,3,6,3,5,5,3,3,3,1,1,5,2,18,1,,,3,2,3.6,1.099894128,1,0.706337556,1,3.816458333,10
434,sub-34,1,compassion,0.800460989,38,6,3,3,4,3,6,3,5,5,3,3,3,1,1,5,2,18,1,,,3,2,3.6,1.099894128,1,0.591201007,1,1.853708333,11
435,sub-35,1,compassion,0.660125169,43,2,5,4,3,4,2,4,5,4,5,3,5,3,4,5,2,20,1,,,3,2,3.866666667,0.793035438,1,0.343544267,1,0.069460938,1
436,sub-35,1,compassion,0.660125169,43,2,5,4,3,4,2,4,5,4,5,3,5,3,4,5,2,20,1,,,3,2,3.866666667,0.793035438,1,0.350627593,1,0.899208333,2
437,sub-35,1,compassion,0.660125169,43,2,5,4,3,4,2,4,5,4,5,3,5,3,4,5,2,20,1,,,3,2,3.866666667,0.793035438,1,0.78746027,1,0.553041667,5
438,sub-35,1,compassion,0.660125169,43,2,5,4,3,4,2,4,5,4,5,3,5,3,4,5,2,20,1,,,3,2,3.866666667,0.793035438,1,0.946790394,-1,0.206875,6
439,sub-35,1,compassion,0.660125169,43,2,5,4,3,4,2,4,5,4,5,3,5,3,4,5,2,20,1,,,3,2,3.866666667,0.793035438,1,-0.437091846,-1,0.443875,3
440,sub-35,1,compassion,0.660125169,43,2,5,4,3,4,2,4,5,4,5,3,5,3,4,5,2,20,1,,,3,2,3.866666667,0.793035438,1,0.870800914,-1,2.784208333,4
441,sub-35,1,compassion,0.660125169,43,2,5,4,3,4,2,4,5,4,5,3,5,3,4,5,2,20,1,,,3,2,3.866666667,0.793035438,1,0.968873534,1,3.503375,9
442,sub-35,1,compassion,0.660125169,43,2,5,4,3,4,2,4,5,4,5,3,5,3,4,5,2,20,1,,,3,2,3.866666667,0.793035438,1,0.552217623,1,3.816458333,10
443,sub-35,1,compassion,0.660125169,43,2,5,4,3,4,2,4,5,4,5,3,5,3,4,5,2,20,1,,,3,2,3.866666667,0.793035438,1,-0.189450422,1,2.231375,7
444,sub-35,1,compassion,0.660125169,43,2,5,4,3,4,2,4,5,4,5,3,5,3,4,5,2,20,1,,,3,2,3.866666667,0.793035438,1,0.666949887,1,1.678625,8
445,sub-35,1,compassion,0.660125169,43,2,5,4,3,4,2,4,5,4,5,3,5,3,4,5,2,20,1,,,3,2,3.866666667,0.793035438,1,0.848811315,-1,2.643208333,12
446,sub-35,1,compassion,0.660125169,43,2,5,4,3,4,2,4,5,4,5,3,5,3,4,5,2,20,1,,,3,2,3.866666667,0.793035438,1,-0.719148377,-1,4.203458333,13
447,sub-35,1,compassion,0.660125169,43,2,5,4,3,4,2,4,5,4,5,3,5,3,4,5,2,20,1,,,3,2,3.866666667,0.793035438,1,-0.744093714,-1,4.41189693,14
448,sub-35,1,compassion,0.660125169,43,2,5,4,3,4,2,4,5,4,5,3,5,3,4,5,2,20,1,,,3,2,3.866666667,0.793035438,1,0.575764281,1,1.853708333,11
449,sub-36,2,control,0.714615586,45,3,4,3,1,4,2,2,3,2,3,2,2,3,3,4,2,22,1,,,3,2,2.733333333,0.896553547,1,-0.273788574,1,0.069460938,1
450,sub-36,2,control,0.714615586,45,3,4,3,1,4,2,2,3,2,3,2,2,3,3,4,2,22,1,,,3,2,2.733333333,0.896553547,1,-0.315014686,-1,0.443875,3
451,sub-36,2,control,0.714615586,45,3,4,3,1,4,2,2,3,2,3,2,2,3,3,4,2,22,1,,,3,2,2.733333333,0.896553547,1,0.510267685,-1,2.784208333,4
452,sub-36,2,control,0.714615586,45,3,4,3,1,4,2,2,3,2,3,2,2,3,3,4,2,22,1,,,3,2,2.733333333,0.896553547,1,0.811070492,1,0.553041667,5
453,sub-36,2,control,0.714615586,45,3,4,3,1,4,2,2,3,2,3,2,2,3,3,4,2,22,1,,,3,2,2.733333333,0.896553547,1,0.926465086,1,0.899208333,2
454,sub-36,2,control,0.714615586,45,3,4,3,1,4,2,2,3,2,3,2,2,3,3,4,2,22,1,,,3,2,2.733333333,0.896553547,1,-0.267543031,1,2.231375,7
455,sub-36,2,control,0.714615586,45,3,4,3,1,4,2,2,3,2,3,2,2,3,3,4,2,22,1,,,3,2,2.733333333,0.896553547,1,0.394798137,1,1.678625,8
456,sub-36,2,control,0.714615586,45,3,4,3,1,4,2,2,3,2,3,2,2,3,3,4,2,22,1,,,3,2,2.733333333,0.896553547,1,0.882057932,1,3.503375,9
457,sub-36,2,control,0.714615586,45,3,4,3,1,4,2,2,3,2,3,2,2,3,3,4,2,22,1,,,3,2,2.733333333,0.896553547,1,0.815407552,-1,0.206875,6
458,sub-36,2,control,0.714615586,45,3,4,3,1,4,2,2,3,2,3,2,2,3,3,4,2,22,1,,,3,2,2.733333333,0.896553547,1,0.566443618,1,1.853708333,11
459,sub-36,2,control,0.714615586,45,3,4,3,1,4,2,2,3,2,3,2,2,3,3,4,2,22,1,,,3,2,2.733333333,0.896553547,1,0.558387917,-1,2.643208333,12
460,sub-36,2,control,0.714615586,45,3,4,3,1,4,2,2,3,2,3,2,2,3,3,4,2,22,1,,,3,2,2.733333333,0.896553547,1,0.777658362,-1,4.203458333,13
461,sub-36,2,control,0.714615586,45,3,4,3,1,4,2,2,3,2,3,2,2,3,3,4,2,22,1,,,3,2,2.733333333,0.896553547,1,0.198859264,-1,4.41189693,14
462,sub-36,2,control,0.714615586,45,3,4,3,1,4,2,2,3,2,3,2,2,3,3,4,2,22,1,,,3,2,2.733333333,0.896553547,1,0.921349165,1,3.816458333,10
463,sub-37,1,compassion,0.678019522,53,4,3,3,2,5,3,3,4,5,5,2,2,3,2,5,2,21,1,,,3,1,3.4,0.825439302,0,0.178008425,1,0.899208333,2
464,sub-37,1,compassion,0.678019522,53,4,3,3,2,5,3,3,4,5,5,2,2,3,2,5,2,21,1,,,3,1,3.4,0.825439302,0,-0.422532713,-1,0.443875,3
465,sub-37,1,compassion,0.678019522,53,4,3,3,2,5,3,3,4,5,5,2,2,3,2,5,2,21,1,,,3,1,3.4,0.825439302,0,0.145263687,-1,2.784208333,4
466,sub-37,1,compassion,0.678019522,53,4,3,3,2,5,3,3,4,5,5,2,2,3,2,5,2,21,1,,,3,1,3.4,0.825439302,0,0.50621657,1,0.069460938,1
